0	1	2	3	4	5	6	sentence1	sentence2	label
0	1	2	3	4	5	6	People with Virgo rising tend to be practical, analytical, discriminating, fastidious, careful, exacting, attentive to details, methodical, quiet, unassuming, shy, critical, thoughtful, and somewhat self-centered.	Control of thought, word, and action is necessary in order to be successful.	neutral
0	1	2	3	4	5	6	People with Virgo rising tend to be practical, analytical, discriminating, fastidious, careful, exacting, attentive to details, methodical, quiet, unassuming, shy, critical, thoughtful, and somewhat self-centered.	Find your focus, stay with it and develop perseverance.	neutral
0	1	2	3	4	5	6	People with Virgo rising tend to be practical, analytical, discriminating, fastidious, careful, exacting, attentive to details, methodical, quiet, unassuming, shy, critical, thoughtful, and somewhat self-centered.	Journalism, speaking, teaching, sales, advertising, or writing may appeal to you.	entailment
0	1	2	3	4	5	6	People with Virgo rising tend to be practical, analytical, discriminating, fastidious, careful, exacting, attentive to details, methodical, quiet, unassuming, shy, critical, thoughtful, and somewhat self-centered.	Mentally restless, you may change jobs or locations frequently, or do work that involves movement, travel, and variety.	neutral
0	1	2	3	4	5	6	People with Virgo rising tend to be practical, analytical, discriminating, fastidious, careful, exacting, attentive to details, methodical, quiet, unassuming, shy, critical, thoughtful, and somewhat self-centered.	You grasp concepts easily and may become impatient with those who don't learn as quickly.	entailment
0	1	2	3	4	5	6	People with Virgo rising tend to be practical, analytical, discriminating, fastidious, careful, exacting, attentive to details, methodical, quiet, unassuming, shy, critical, thoughtful, and somewhat self-centered.	If you have Venus in Taurus, in love affairs you are generally loyal and steady, especially if your partner is demonstrative and affectionate.	neutral
0	1	2	3	4	5	6	People with Virgo rising tend to be practical, analytical, discriminating, fastidious, careful, exacting, attentive to details, methodical, quiet, unassuming, shy, critical, thoughtful, and somewhat self-centered.	You are oriented towards the sensual side of life in everything you do and it may show through too much weight.	neutral
0	1	2	3	4	5	6	People with Virgo rising tend to be practical, analytical, discriminating, fastidious, careful, exacting, attentive to details, methodical, quiet, unassuming, shy, critical, thoughtful, and somewhat self-centered.	You are tremendously responsive to beauty and physical appearances, and the physical attractiveness of your partner is very important to you.	neutral
0	1	2	3	4	5	6	People with Virgo rising tend to be practical, analytical, discriminating, fastidious, careful, exacting, attentive to details, methodical, quiet, unassuming, shy, critical, thoughtful, and somewhat self-centered.	You enjoy indulging yourself and the ones you love and it is too easy for you to be extravagant and perhaps to put too much value in material things.	neutral
0	1	2	3	4	5	6	People with Virgo rising tend to be practical, analytical, discriminating, fastidious, careful, exacting, attentive to details, methodical, quiet, unassuming, shy, critical, thoughtful, and somewhat self-centered.	Comfort is important to you and you hate getting your hands dirty.	neutral
0	1	2	3	4	5	6	People with Virgo rising tend to be practical, analytical, discriminating, fastidious, careful, exacting, attentive to details, methodical, quiet, unassuming, shy, critical, thoughtful, and somewhat self-centered.	At times you can be lazy, hoping or expecting someone else to do the dirty work.	neutral
0	1	2	3	4	5	6	People with Virgo rising tend to be practical, analytical, discriminating, fastidious, careful, exacting, attentive to details, methodical, quiet, unassuming, shy, critical, thoughtful, and somewhat self-centered.	Self-control needs to be developed and added to the qualifications you already possess -warmth, charm, sympathy, artistic.	neutral
0	1	2	3	4	5	6	People with Virgo rising tend to be practical, analytical, discriminating, fastidious, careful, exacting, attentive to details, methodical, quiet, unassuming, shy, critical, thoughtful, and somewhat self-centered.	Guard against possessiveness, jealousy, and taking the easy way out in your relationships.	neutral
0	1	2	3	4	5	6	People with Virgo rising tend to be practical, analytical, discriminating, fastidious, careful, exacting, attentive to details, methodical, quiet, unassuming, shy, critical, thoughtful, and somewhat self-centered.	You aim to please in practical and earthy ways.	neutral
0	1	2	3	4	5	6	You have an ingenious, active and alert mind.	Gaining knowledge and putting it to good use are important to you.	entailment
0	1	2	3	4	5	6	You have an ingenious, active and alert mind.	You strive for perfection and can be quite the person to live with or to be around because your standards for yourself and others are so high.	neutral
0	1	2	3	4	5	6	You have an ingenious, active and alert mind.	"At times others can never be ""good"" enough to meet those high standards."	neutral
0	1	2	3	4	5	6	You have an ingenious, active and alert mind.	Finding fault with what's wrong with things is your forte.	neutral
0	1	2	3	4	5	6	You have an ingenious, active and alert mind.	Sometimes, though, this can make relationships sour as you often turn your critical eye on the one you love and the things they do.	neutral
0	1	2	3	4	5	6	You have an ingenious, active and alert mind.	Pessimism and being too self-critical are two faults you should try to improve upon.	neutral
0	1	2	3	4	5	6	You have an ingenious, active and alert mind.	You may tend to worry too much, especially about the small stuff, the little details.	neutral
0	1	2	3	4	5	6	You have an ingenious, active and alert mind.	Too much worry can lead to health problems.	neutral
0	1	2	3	4	5	6	You have an ingenious, active and alert mind.	You need to learn to digest every experience and assimilate it without bitterness, regret, spite or resentment.	neutral
0	1	2	3	4	5	6	You have an ingenious, active and alert mind.	You need to get rid of any negativity that stems from a feeling of inadequacy.	neutral
0	1	2	3	4	5	6	You have an ingenious, active and alert mind.	You tend to look younger than you really are, no matter what your age.	neutral
0	1	2	3	4	5	6	You have an ingenious, active and alert mind.	You are very restless and nervous, so you seldom have much weight on you.	neutral
0	1	2	3	4	5	6	You have an ingenious, active and alert mind.	At times you can be very indecisive and unsure.	neutral
0	1	2	3	4	5	6	You have an ingenious, active and alert mind.	If you have the Moon in Cancer, you very easily respond to the emotional environment in which you are placed.	neutral
0	1	2	3	4	5	6	You have an ingenious, active and alert mind.	You soak up feelings like a sponge.	neutral
0	1	2	3	4	5	6	You have an ingenious, active and alert mind.	Perhaps this is why you so easily become moody, irritable and inconstant in thought and feeling.	neutral
0	1	2	3	4	5	6	You have an ingenious, active and alert mind.	Learning to control your own moods may be very difficult, yet necessary, for you.	neutral
0	1	2	3	4	5	6	You have an ingenious, active and alert mind.	Your greatest need is to nurture and mother someone or ones.	neutral
0	1	2	3	4	5	6	You have an ingenious, active and alert mind.	You often appear irrational to others because you can't always explain the reason or source of your feelings.	contradiction
0	1	2	3	4	5	6	You have an ingenious, active and alert mind.	Anyone who lives with you must accept your ups and downs and appreciate your need for times of withdrawal.	neutral
0	1	2	3	4	5	6	You have an ingenious, active and alert mind.	You are also very sympathetic and understand the unspoken feelings and needs of others.	neutral
0	1	2	3	4	5	6	You have an ingenious, active and alert mind.	You take slights very personally and though you may forgive a mistake by a friend or loved one, you never forget it.	neutral
0	1	2	3	4	5	6	You have an ingenious, active and alert mind.	Security is very important to you and you look for it in your home and family life.	neutral
0	1	2	3	4	5	6	You have an ingenious, active and alert mind.	Your senses and emotions are quite strong and it would be wise for you to listen to your intuitive side as you can be quite psychic.	neutral
0	1	2	3	4	5	6	You have an ingenious, active and alert mind.	You are very tenacious and you do not give up or let go of things or people easily.	neutral
0	1	2	3	4	5	6	You have an ingenious, active and alert mind.	Your mother is/was a strong influence for good or ill in your life.	neutral
0	1	2	3	4	5	6	You have an ingenious, active and alert mind.	You are basically an introvert, but will do whatever it takes to protect and defend your family or loved ones.	neutral
0	1	2	3	4	5	6	You have an ingenious, active and alert mind.	You tend to be a pack-rat because everything has an emotional memory behind it and you find security in all those memories.	neutral
0	1	2	3	4	5	6	You have an ingenious, active and alert mind.	Nothing or no one is ever gone if they leave their memory behind.	neutral
0	1	2	3	4	5	6	You have an ingenious, active and alert mind.	Thus, you can become quite possessive.	neutral
0	1	2	3	4	5	6	You have an ingenious, active and alert mind.	You have the memory of an elephant, but you must learn to forgive and forget past hurts.	entailment
0	1	2	3	4	5	6	You have an ingenious, active and alert mind.	If you have Mercury in Gemini, you have an extremely adaptable, energetic, active, alert, curious, and versatile mind.	entailment
0	1	2	3	4	5	6	You have an ingenious, active and alert mind.	You seek knowledge, either through reading or conversation, or through travel and talking with the new people you constantly meet.	neutral
0	1	2	3	4	5	6	You have an ingenious, active and alert mind.	You have so much nervous energy that this can sometimes cause great stress which must find an appropriate release.	neutral
0	1	2	3	4	5	6	You have an ingenious, active and alert mind.	Exercise is a good way to release this tension.	neutral
0	1	2	3	4	5	6	You have an ingenious, active and alert mind.	You are clever, witty, and always have a joke or comeback ready for any situation.	entailment
0	1	2	3	4	5	6	You have an ingenious, active and alert mind.	You love being involved in multiple things at once and this may be a problem – too may irons in the fire at the same time.	neutral
0	1	2	3	4	5	6	You have an ingenious, active and alert mind.	You are quick to grasp new concepts and equally quick to lose interest in an idea or project once your curiosity has been satisfied.	entailment
0	1	2	3	4	5	6	You have an ingenious, active and alert mind.	You like to taste a little bit of everything – concentration and disciplined study are not your strong points.	neutral
0	1	2	3	4	5	6	You have an ingenious, active and alert mind.	You are handy with your hands and may be ambidextrous or mechanically inclined.	neutral
0	1	2	3	4	5	6	You have an ingenious, active and alert mind.	Debate and argument appeal to you.	entailment
0	1	2	3	4	5	6	You have an ingenious, active and alert mind.	There is a tendency to scratch the surface with the things that strike your interest without learning anything very deeply.	neutral
0	1	2	3	4	5	6	You have an ingenious, active and alert mind.	This is the jack-of-all-trades, master-of-none position.	neutral
0	1	2	3	4	5	6	You have an ingenious, active and alert mind.	There is danger, then, of superficiality.	neutral
0	1	2	3	4	5	6	You have an ingenious, active and alert mind.	Control of thought, word, and action is necessary in order to be successful.	neutral
0	1	2	3	4	5	6	You have an ingenious, active and alert mind.	Find your focus, stay with it and develop perseverance.	neutral
0	1	2	3	4	5	6	You have an ingenious, active and alert mind.	Journalism, speaking, teaching, sales, advertising, or writing may appeal to you.	neutral
0	1	2	3	4	5	6	You have an ingenious, active and alert mind.	Mentally restless, you may change jobs or locations frequently, or do work that involves movement, travel, and variety.	entailment
0	1	2	3	4	5	6	You have an ingenious, active and alert mind.	You grasp concepts easily and may become impatient with those who don't learn as quickly.	entailment
0	1	2	3	4	5	6	You have an ingenious, active and alert mind.	If you have Venus in Taurus, in love affairs you are generally loyal and steady, especially if your partner is demonstrative and affectionate.	neutral
0	1	2	3	4	5	6	You have an ingenious, active and alert mind.	You are oriented towards the sensual side of life in everything you do and it may show through too much weight.	neutral
0	1	2	3	4	5	6	You have an ingenious, active and alert mind.	You are tremendously responsive to beauty and physical appearances, and the physical attractiveness of your partner is very important to you.	neutral
0	1	2	3	4	5	6	You have an ingenious, active and alert mind.	You enjoy indulging yourself and the ones you love and it is too easy for you to be extravagant and perhaps to put too much value in material things.	neutral
0	1	2	3	4	5	6	You have an ingenious, active and alert mind.	Comfort is important to you and you hate getting your hands dirty.	neutral
0	1	2	3	4	5	6	You have an ingenious, active and alert mind.	At times you can be lazy, hoping or expecting someone else to do the dirty work.	neutral
0	1	2	3	4	5	6	You have an ingenious, active and alert mind.	Self-control needs to be developed and added to the qualifications you already possess -warmth, charm, sympathy, artistic.	neutral
0	1	2	3	4	5	6	You have an ingenious, active and alert mind.	Guard against possessiveness, jealousy, and taking the easy way out in your relationships.	neutral
0	1	2	3	4	5	6	You have an ingenious, active and alert mind.	You aim to please in practical and earthy ways.	neutral
0	1	2	3	4	5	6	Gaining knowledge and putting it to good use are important to you.	You strive for perfection and can be quite the person to live with or to be around because your standards for yourself and others are so high.	neutral
0	1	2	3	4	5	6	Gaining knowledge and putting it to good use are important to you.	"At times others can never be ""good"" enough to meet those high standards."	neutral
0	1	2	3	4	5	6	Gaining knowledge and putting it to good use are important to you.	Finding fault with what's wrong with things is your forte.	neutral
0	1	2	3	4	5	6	Gaining knowledge and putting it to good use are important to you.	Sometimes, though, this can make relationships sour as you often turn your critical eye on the one you love and the things they do.	neutral
0	1	2	3	4	5	6	Gaining knowledge and putting it to good use are important to you.	Pessimism and being too self-critical are two faults you should try to improve upon.	neutral
0	1	2	3	4	5	6	Gaining knowledge and putting it to good use are important to you.	You may tend to worry too much, especially about the small stuff, the little details.	neutral
0	1	2	3	4	5	6	Gaining knowledge and putting it to good use are important to you.	Too much worry can lead to health problems.	neutral
0	1	2	3	4	5	6	Gaining knowledge and putting it to good use are important to you.	You need to learn to digest every experience and assimilate it without bitterness, regret, spite or resentment.	neutral
0	1	2	3	4	5	6	Gaining knowledge and putting it to good use are important to you.	You need to get rid of any negativity that stems from a feeling of inadequacy.	neutral
0	1	2	3	4	5	6	Gaining knowledge and putting it to good use are important to you.	You tend to look younger than you really are, no matter what your age.	neutral
0	1	2	3	4	5	6	Gaining knowledge and putting it to good use are important to you.	You are very restless and nervous, so you seldom have much weight on you.	neutral
0	1	2	3	4	5	6	Gaining knowledge and putting it to good use are important to you.	At times you can be very indecisive and unsure.	neutral
0	1	2	3	4	5	6	Gaining knowledge and putting it to good use are important to you.	If you have the Moon in Cancer, you very easily respond to the emotional environment in which you are placed.	neutral
0	1	2	3	4	5	6	Gaining knowledge and putting it to good use are important to you.	You soak up feelings like a sponge.	neutral
0	1	2	3	4	5	6	Gaining knowledge and putting it to good use are important to you.	Perhaps this is why you so easily become moody, irritable and inconstant in thought and feeling.	neutral
0	1	2	3	4	5	6	Gaining knowledge and putting it to good use are important to you.	Learning to control your own moods may be very difficult, yet necessary, for you.	neutral
0	1	2	3	4	5	6	Gaining knowledge and putting it to good use are important to you.	Your greatest need is to nurture and mother someone or ones.	neutral
0	1	2	3	4	5	6	Gaining knowledge and putting it to good use are important to you.	You often appear irrational to others because you can't always explain the reason or source of your feelings.	neutral
0	1	2	3	4	5	6	Gaining knowledge and putting it to good use are important to you.	Anyone who lives with you must accept your ups and downs and appreciate your need for times of withdrawal.	neutral
0	1	2	3	4	5	6	Gaining knowledge and putting it to good use are important to you.	You are also very sympathetic and understand the unspoken feelings and needs of others.	neutral
0	1	2	3	4	5	6	Gaining knowledge and putting it to good use are important to you.	You take slights very personally and though you may forgive a mistake by a friend or loved one, you never forget it.	neutral
0	1	2	3	4	5	6	Gaining knowledge and putting it to good use are important to you.	Security is very important to you and you look for it in your home and family life.	neutral
0	1	2	3	4	5	6	Gaining knowledge and putting it to good use are important to you.	Your senses and emotions are quite strong and it would be wise for you to listen to your intuitive side as you can be quite psychic.	neutral
0	1	2	3	4	5	6	Gaining knowledge and putting it to good use are important to you.	You are very tenacious and you do not give up or let go of things or people easily.	neutral
0	1	2	3	4	5	6	Gaining knowledge and putting it to good use are important to you.	Your mother is/was a strong influence for good or ill in your life.	neutral
0	1	2	3	4	5	6	Gaining knowledge and putting it to good use are important to you.	You are basically an introvert, but will do whatever it takes to protect and defend your family or loved ones.	neutral
0	1	2	3	4	5	6	Gaining knowledge and putting it to good use are important to you.	You tend to be a pack-rat because everything has an emotional memory behind it and you find security in all those memories.	neutral
0	1	2	3	4	5	6	Gaining knowledge and putting it to good use are important to you.	Nothing or no one is ever gone if they leave their memory behind.	neutral
0	1	2	3	4	5	6	Gaining knowledge and putting it to good use are important to you.	Thus, you can become quite possessive.	neutral
0	1	2	3	4	5	6	Gaining knowledge and putting it to good use are important to you.	You have the memory of an elephant, but you must learn to forgive and forget past hurts.	neutral
0	1	2	3	4	5	6	Gaining knowledge and putting it to good use are important to you.	If you have Mercury in Gemini, you have an extremely adaptable, energetic, active, alert, curious, and versatile mind.	neutral
0	1	2	3	4	5	6	Gaining knowledge and putting it to good use are important to you.	You seek knowledge, either through reading or conversation, or through travel and talking with the new people you constantly meet.	entailment
0	1	2	3	4	5	6	Gaining knowledge and putting it to good use are important to you.	You have so much nervous energy that this can sometimes cause great stress which must find an appropriate release.	neutral
0	1	2	3	4	5	6	Gaining knowledge and putting it to good use are important to you.	Exercise is a good way to release this tension.	neutral
0	1	2	3	4	5	6	Gaining knowledge and putting it to good use are important to you.	You are clever, witty, and always have a joke or comeback ready for any situation.	neutral
0	1	2	3	4	5	6	Gaining knowledge and putting it to good use are important to you.	You love being involved in multiple things at once and this may be a problem – too may irons in the fire at the same time.	entailment
0	1	2	3	4	5	6	Gaining knowledge and putting it to good use are important to you.	You are quick to grasp new concepts and equally quick to lose interest in an idea or project once your curiosity has been satisfied.	contradiction
0	1	2	3	4	5	6	Gaining knowledge and putting it to good use are important to you.	You like to taste a little bit of everything – concentration and disciplined study are not your strong points.	neutral
0	1	2	3	4	5	6	Gaining knowledge and putting it to good use are important to you.	You are handy with your hands and may be ambidextrous or mechanically inclined.	neutral
0	1	2	3	4	5	6	Gaining knowledge and putting it to good use are important to you.	Debate and argument appeal to you.	neutral
0	1	2	3	4	5	6	Gaining knowledge and putting it to good use are important to you.	There is a tendency to scratch the surface with the things that strike your interest without learning anything very deeply.	neutral
0	1	2	3	4	5	6	Gaining knowledge and putting it to good use are important to you.	This is the jack-of-all-trades, master-of-none position.	neutral
0	1	2	3	4	5	6	Gaining knowledge and putting it to good use are important to you.	There is danger, then, of superficiality.	neutral
0	1	2	3	4	5	6	Gaining knowledge and putting it to good use are important to you.	Control of thought, word, and action is necessary in order to be successful.	entailment
0	1	2	3	4	5	6	Gaining knowledge and putting it to good use are important to you.	Find your focus, stay with it and develop perseverance.	neutral
0	1	2	3	4	5	6	Gaining knowledge and putting it to good use are important to you.	Journalism, speaking, teaching, sales, advertising, or writing may appeal to you.	entailment
