,first,second,first_index,second_index,C1,N1,E1,C2,N2,E2,dist
18,"People with Virgo rising tend to be practical, analytical, discriminating, fastidious, careful, exacting, attentive to details, methodical, quiet, unassuming, shy, critical, thoughtful, and somewhat self-centered.",you seldom have much weight on you.,0,19,0.4070565682407332,0.4431719857041281,0.14977152269843194,0.067438149235103,0.7118265565336571,0.2207353722248202,0.3816510917839602
19,"People with Virgo rising tend to be practical, analytical, discriminating, fastidious, careful, exacting, attentive to details, methodical, quiet, unassuming, shy, critical, thoughtful, and somewhat self-centered.",At times you can be very indecisive.,0,20,0.03516683879691862,0.9576442346407223,0.007188983748461995,0.9550196442330264,0.032792644537379685,0.012187559350243082,0.49627449407242413
20,"People with Virgo rising tend to be practical, analytical, discriminating, fastidious, careful, exacting, attentive to details, methodical, quiet, unassuming, shy, critical, thoughtful, and somewhat self-centered.",At times you can be very unsure.,0,21,0.0029843053429598173,0.90281083607527,0.09420477375108093,0.2068823684460731,0.5687614939332685,0.2243560941322769,0.45275662044675086
21,"People with Virgo rising tend to be practical, analytical, discriminating, fastidious, careful, exacting, attentive to details, methodical, quiet, unassuming, shy, critical, thoughtful, and somewhat self-centered.","If you have the Moon in Cancer, you very easily respond to the emotional environment in which you are placed.",0,22,0.3539300457248847,0.6153391156166536,0.03073091130623492,0.5940798965385101,0.3781684879955536,0.02775166876812276,0.4762170430250413
22,"People with Virgo rising tend to be practical, analytical, discriminating, fastidious, careful, exacting, attentive to details, methodical, quiet, unassuming, shy, critical, thoughtful, and somewhat self-centered.",You soak up feelings like a sponge.,0,23,0.3946371319954435,0.591329479070033,0.014033421380222913,0.181018112774776,0.5720130621269625,0.2469687941158783,0.48840908373325725
23,"People with Virgo rising tend to be practical, analytical, discriminating, fastidious, careful, exacting, attentive to details, methodical, quiet, unassuming, shy, critical, thoughtful, and somewhat self-centered.","Perhaps this is why you so easily become moody, irritable and inconstant in thought and feeling.",0,24,0.914623134330346,0.08455701108955006,0.0008198235115878923,0.9958862276067793,0.002620292170668239,0.0014935713897416614,0.9958862276067793
24,"People with Virgo rising tend to be practical, analytical, discriminating, fastidious, careful, exacting, attentive to details, methodical, quiet, unassuming, shy, critical, thoughtful, and somewhat self-centered.","Learning to control your own moods may be very difficult, yet necessary, for you.",0,25,0.0007204367565226143,0.9962167958468491,0.003062844742577238,0.14549814815640294,0.6917927374011326,0.16270915276705106,0.4984674736589397
25,"People with Virgo rising tend to be practical, analytical, discriminating, fastidious, careful, exacting, attentive to details, methodical, quiet, unassuming, shy, critical, thoughtful, and somewhat self-centered.",Your greatest need is to nurture and mother someone or ones.,0,26,0.03383883848464482,0.9315946117344591,0.034566688312747784,0.026234252544727082,0.6383898279416347,0.3353758924295251,0.4821113263846012
26,"People with Virgo rising tend to be practical, analytical, discriminating, fastidious, careful, exacting, attentive to details, methodical, quiet, unassuming, shy, critical, thoughtful, and somewhat self-centered.",You often appear irrational to others because you can't always explain the reason or source of your feelings.,0,27,0.004007053496405413,0.994492020049294,0.0015009700833365168,0.8941526645170141,0.08672756742456413,0.01911976009194433,0.49924649565900225
27,"People with Virgo rising tend to be practical, analytical, discriminating, fastidious, careful, exacting, attentive to details, methodical, quiet, unassuming, shy, critical, thoughtful, and somewhat self-centered.",Anyone who lives with you must accept your ups and downs and appreciate your need for times of withdrawal.,0,28,0.0022697162998256467,0.9961559934546164,0.0015742802727318655,0.028933860410792014,0.8120202354583809,0.1590458921464012,0.4992110692066852
28,"People with Virgo rising tend to be practical, analytical, discriminating, fastidious, careful, exacting, attentive to details, methodical, quiet, unassuming, shy, critical, thoughtful, and somewhat self-centered.",You are also very sympathetic and understand the unspoken feelings and needs of others.,0,29,0.07887761031200394,0.9194289622898444,0.0016935271264937805,0.5874161532974493,0.3816473036825752,0.030936578918466368,0.4990807264256642
29,"People with Virgo rising tend to be practical, analytical, discriminating, fastidious, careful, exacting, attentive to details, methodical, quiet, unassuming, shy, critical, thoughtful, and somewhat self-centered.",You take slights very personally.,0,30,0.03317057249003502,0.951814543133824,0.015014790933368528,0.29177138794600205,0.4657176300251273,0.2425109078963936,0.4922350354895598
30,"People with Virgo rising tend to be practical, analytical, discriminating, fastidious, careful, exacting, attentive to details, methodical, quiet, unassuming, shy, critical, thoughtful, and somewhat self-centered.","though you may forgive a mistake by a friend or loved one , you never forget it.",0,31,0.08899966298675406,0.9078965385267388,0.0031039176180491174,0.033836853862129083,0.6286169690344373,0.33754615792403103,0.49829642367514043
31,"People with Virgo rising tend to be practical, analytical, discriminating, fastidious, careful, exacting, attentive to details, methodical, quiet, unassuming, shy, critical, thoughtful, and somewhat self-centered.",Security is very important to you.,0,32,0.004984543093330811,0.8214974670855941,0.17351788195003096,0.020991915385339156,0.6442942466917478,0.3347138395726341,0.41280642950975305
32,"People with Virgo rising tend to be practical, analytical, discriminating, fastidious, careful, exacting, attentive to details, methodical, quiet, unassuming, shy, critical, thoughtful, and somewhat self-centered.",you look for it in home.,0,33,0.006514891624112185,0.9591228348144551,0.03436223431715872,0.026076135945280143,0.6503342069409918,0.3235896847929086,0.48270621502787453
33,"People with Virgo rising tend to be practical, analytical, discriminating, fastidious, careful, exacting, attentive to details, methodical, quiet, unassuming, shy, critical, thoughtful, and somewhat self-centered.",you look for it in family.,0,34,0.005310594908579623,0.9891190784181098,0.005570213350351618,0.0287114743998648,0.7051629471645471,0.2661256758101571,0.49720002346639913
34,"People with Virgo rising tend to be practical, analytical, discriminating, fastidious, careful, exacting, attentive to details, methodical, quiet, unassuming, shy, critical, thoughtful, and somewhat self-centered.",you look for it in life.,0,35,0.008180822669662257,0.7672190395673886,0.22460022451071887,0.026878441109963472,0.7517553335758566,0.22136630128854434,0.3867736125696833
35,"People with Virgo rising tend to be practical, analytical, discriminating, fastidious, careful, exacting, attentive to details, methodical, quiet, unassuming, shy, critical, thoughtful, and somewhat self-centered.",Your senses and emotions are quite strong.,0,36,0.010135839550952827,0.8361400707059309,0.15372414506276416,0.20633165371098802,0.6748976706706122,0.11877071631521605,0.42235089287302546
36,"People with Virgo rising tend to be practical, analytical, discriminating, fastidious, careful, exacting, attentive to details, methodical, quiet, unassuming, shy, critical, thoughtful, and somewhat self-centered.",it would be wise for you to listen to your intuitive side as you can be quite psychic.,0,37,0.01206527574603517,0.9834850692639856,0.004449603191593867,0.4528754665051862,0.4849671518324484,0.062157351261410136,0.4977480276198152
37,"People with Virgo rising tend to be practical, analytical, discriminating, fastidious, careful, exacting, attentive to details, methodical, quiet, unassuming, shy, critical, thoughtful, and somewhat self-centered.",You are very tenacious.,0,38,0.02423394981887391,0.5590130022636481,0.4167531050443405,0.03149599758259375,0.7322450713070907,0.23625896933394006,0.37802891912688064
38,"People with Virgo rising tend to be practical, analytical, discriminating, fastidious, careful, exacting, attentive to details, methodical, quiet, unassuming, shy, critical, thoughtful, and somewhat self-centered.",you do not give up or let go of things or people easily.,0,39,0.0016333738085557506,0.6958085880793431,0.3025580452426899,0.013303058919586427,0.5930455535677639,0.3936513265122179,0.34847347900843917
39,"People with Virgo rising tend to be practical, analytical, discriminating, fastidious, careful, exacting, attentive to details, methodical, quiet, unassuming, shy, critical, thoughtful, and somewhat self-centered.",Your mother is/was a strong influence for good or ill in your life.,0,40,0.012588346328883485,0.9640337625786024,0.023377813312057644,0.022526300375635838,0.6939995505732959,0.2834742285096228,0.4881620724919239
40,"People with Virgo rising tend to be practical, analytical, discriminating, fastidious, careful, exacting, attentive to details, methodical, quiet, unassuming, shy, critical, thoughtful, and somewhat self-centered.",You are basically an introvert.,0,41,0.004195773225987139,0.30075873189063596,0.6950455639678821,0.007222742615856009,0.7247384301880048,0.26803872652454364,0.36500559329340393
41,"People with Virgo rising tend to be practical, analytical, discriminating, fastidious, careful, exacting, attentive to details, methodical, quiet, unassuming, shy, critical, thoughtful, and somewhat self-centered.",You will do whatever it takes to protect and defend your family or loved ones.,0,42,0.007495291160354545,0.9878612841843591,0.004643557988132364,0.029603183266093267,0.7122524081143172,0.25814434742667897,0.49766068748945946
42,"People with Virgo rising tend to be practical, analytical, discriminating, fastidious, careful, exacting, attentive to details, methodical, quiet, unassuming, shy, critical, thoughtful, and somewhat self-centered.",You tend to be a pack-rat because everything has an emotional memory behind it.,0,43,0.2022046010277259,0.7870019105823232,0.010793430104038836,0.09419956313614378,0.4971149663524821,0.4086855008642595,0.4932354643142231
43,"People with Virgo rising tend to be practical, analytical, discriminating, fastidious, careful, exacting, attentive to details, methodical, quiet, unassuming, shy, critical, thoughtful, and somewhat self-centered.",you find security in all those memories.,0,44,0.01375437380148997,0.9819316875367295,0.004313789239615829,0.025563316880205432,0.6091156008005948,0.3653210835915309,0.4978130245759322
44,"People with Virgo rising tend to be practical, analytical, discriminating, fastidious, careful, exacting, attentive to details, methodical, quiet, unassuming, shy, critical, thoughtful, and somewhat self-centered.",Nothing or no one is ever gone if they leave their memory behind.,0,45,0.8893617949936821,0.10540565781632946,0.0052324916540367,0.026226697914958085,0.6614432089707998,0.3123300682396243,0.8893617949936821
45,"People with Virgo rising tend to be practical, analytical, discriminating, fastidious, careful, exacting, attentive to details, methodical, quiet, unassuming, shy, critical, thoughtful, and somewhat self-centered.","Thus, you can become quite possessive.",0,46,0.0021853309298545016,0.9886385851063516,0.009175959542160165,0.198454842411732,0.5118216765145743,0.2897235568110868,0.4954019714428033
46,"People with Virgo rising tend to be practical, analytical, discriminating, fastidious, careful, exacting, attentive to details, methodical, quiet, unassuming, shy, critical, thoughtful, and somewhat self-centered.","You have the memory of an elephant, but you must learn to forgive and forget past hurts.",0,47,0.08982391697206424,0.908079032141999,0.0020971334804469536,0.03838824279134194,0.7746565033365377,0.18695530076035066,0.4988479518802754
47,"People with Virgo rising tend to be practical, analytical, discriminating, fastidious, careful, exacting, attentive to details, methodical, quiet, unassuming, shy, critical, thoughtful, and somewhat self-centered.","If you have Mercury in Gemini, you have an extremely adaptable, energetic, active, alert, curious, and versatile mind.",0,48,0.8135210582101551,0.180591954409863,0.005886949100726368,0.9742073109142602,0.02304683209030954,0.002745979766306637,0.9742073109142602
48,"People with Virgo rising tend to be practical, analytical, discriminating, fastidious, careful, exacting, attentive to details, methodical, quiet, unassuming, shy, critical, thoughtful, and somewhat self-centered.","You seek knowledge, either through reading or conversation, or through travel and talking with the new people you constantly meet.",0,49,0.0013813534155622431,0.99509302659947,0.0035256673982525092,0.03769591720296714,0.7159680064471072,0.2463360950563493,0.4982347279199539
49,"People with Virgo rising tend to be practical, analytical, discriminating, fastidious, careful, exacting, attentive to details, methodical, quiet, unassuming, shy, critical, thoughtful, and somewhat self-centered.",You have so much nervous energy that this can sometimes cause great stress which must find an appropriate release.,0,50,0.005961130263200487,0.9930187911225792,0.0010201798182548783,0.9054542709826726,0.08367333245312725,0.010872312343132698,0.4994868511959399
50,"People with Virgo rising tend to be practical, analytical, discriminating, fastidious, careful, exacting, attentive to details, methodical, quiet, unassuming, shy, critical, thoughtful, and somewhat self-centered.",Exercise is a good way to release this tension.,0,51,0.0022162917116858444,0.9969761881642244,0.0008075706712685692,0.0591060171699303,0.6644227088286656,0.2764712764800806,0.4995953177909956
51,"People with Virgo rising tend to be practical, analytical, discriminating, fastidious, careful, exacting, attentive to details, methodical, quiet, unassuming, shy, critical, thoughtful, and somewhat self-centered.","You are clever, witty, and always have a joke or comeback ready for any situation.",0,52,0.7245131456068664,0.2716060676741531,0.0038808148722207577,0.9218025463821056,0.07212825567600555,0.006069333437067835,0.9218025463821056
52,"People with Virgo rising tend to be practical, analytical, discriminating, fastidious, careful, exacting, attentive to details, methodical, quiet, unassuming, shy, critical, thoughtful, and somewhat self-centered.",You love being involved in multiple things at once and this may be a problem – too may irons in the fire at the same time.,0,53,0.043300969679168334,0.9524376706110116,0.004261404041938321,0.21234339366666444,0.5728131062001568,0.21484348507292256,0.49777286079037747
53,"People with Virgo rising tend to be practical, analytical, discriminating, fastidious, careful, exacting, attentive to details, methodical, quiet, unassuming, shy, critical, thoughtful, and somewhat self-centered.",You are quick to grasp new concepts.,0,54,0.2099706168607849,0.7711620847210203,0.0188673453787824,0.14828228012627975,0.6425084169936157,0.2092093724520424,0.48805908700363293
54,"People with Virgo rising tend to be practical, analytical, discriminating, fastidious, careful, exacting, attentive to details, methodical, quiet, unassuming, shy, critical, thoughtful, and somewhat self-centered.",You are equally quick to lose interest in an idea or project once your curiosity has been satisfied.,0,55,0.004637419799620178,0.9945223700003116,0.0008399837194321661,0.15643690095935278,0.56653930787937,0.2770238735666863,0.49957805129142513
55,"People with Virgo rising tend to be practical, analytical, discriminating, fastidious, careful, exacting, attentive to details, methodical, quiet, unassuming, shy, critical, thoughtful, and somewhat self-centered.",You like to taste a little bit of everything.,0,56,0.13139296519209226,0.8491263535234043,0.01948060554968084,0.10406012848533004,0.5917590368332483,0.3041807402354104,0.4887862943381957
56,"People with Virgo rising tend to be practical, analytical, discriminating, fastidious, careful, exacting, attentive to details, methodical, quiet, unassuming, shy, critical, thoughtful, and somewhat self-centered.",concentration and disciplined study are not your strong points.,0,57,0.98853794214194,0.008729477460450653,0.0027326668884602983,0.9803499059990184,0.01566641277813573,0.003983533146478867,0.98853794214194
57,"People with Virgo rising tend to be practical, analytical, discriminating, fastidious, careful, exacting, attentive to details, methodical, quiet, unassuming, shy, critical, thoughtful, and somewhat self-centered.",You are handy with your hands.,0,58,0.009936041562884329,0.8775254438414178,0.11253863066347836,0.017356715493154866,0.6907391855357188,0.2919041457169009,0.4431659861409698
58,"People with Virgo rising tend to be practical, analytical, discriminating, fastidious, careful, exacting, attentive to details, methodical, quiet, unassuming, shy, critical, thoughtful, and somewhat self-centered.",You may be ambidextrous or mechanically inclined.,0,59,0.049759560933871516,0.9319229473681964,0.018317525438561688,0.04447706905946302,0.7850031288160735,0.17051974045991855,0.4903616368894199
59,"People with Virgo rising tend to be practical, analytical, discriminating, fastidious, careful, exacting, attentive to details, methodical, quiet, unassuming, shy, critical, thoughtful, and somewhat self-centered.",Debate and argument appeal to you.,0,60,0.16928488379855308,0.8055104130152105,0.0252046923443872,0.4491005655733551,0.4138753382136573,0.13702412140808018,0.4848295208659552
60,"People with Virgo rising tend to be practical, analytical, discriminating, fastidious, careful, exacting, attentive to details, methodical, quiet, unassuming, shy, critical, thoughtful, and somewhat self-centered.",There is a tendency to scratch the surface with the things that strike your interest without learning anything very deeply.,0,61,0.1963487136075633,0.7729975272926884,0.030653827420820283,0.9267932489235056,0.054642225844060616,0.018564430039940027,0.9267932489235056
61,"People with Virgo rising tend to be practical, analytical, discriminating, fastidious, careful, exacting, attentive to details, methodical, quiet, unassuming, shy, critical, thoughtful, and somewhat self-centered.","This is the jack-of-all-trades, master-of-none position.",0,62,0.6844970951420146,0.28982376811985633,0.025679221003478973,0.1410327196911676,0.6929394988955778,0.16602773699104525,0.40335618749202234
62,"People with Virgo rising tend to be practical, analytical, discriminating, fastidious, careful, exacting, attentive to details, methodical, quiet, unassuming, shy, critical, thoughtful, and somewhat self-centered.","There is danger, then, of superficiality.",0,63,0.0012389618778235346,0.9963588408951756,0.002401968945354109,0.27574024870944835,0.6007173947468539,0.1235423797102578,0.4987975254326721
63,"People with Virgo rising tend to be practical, analytical, discriminating, fastidious, careful, exacting, attentive to details, methodical, quiet, unassuming, shy, critical, thoughtful, and somewhat self-centered.","Control of thought, word, and action is necessary in order to be successful.",0,64,0.0023074057636420352,0.9446551767897432,0.05303743329624178,0.036229525577176534,0.8154787058575412,0.14829175510012688,0.4734199528190999
64,"People with Virgo rising tend to be practical, analytical, discriminating, fastidious, careful, exacting, attentive to details, methodical, quiet, unassuming, shy, critical, thoughtful, and somewhat self-centered.","Find your focus, stay with it and develop perseverance.",0,65,0.010563494436635784,0.7725387640208387,0.21689766840796448,0.03707272650135992,0.8292932285830492,0.1336340730001319,0.4306105077816261
65,"People with Virgo rising tend to be practical, analytical, discriminating, fastidious, careful, exacting, attentive to details, methodical, quiet, unassuming, shy, critical, thoughtful, and somewhat self-centered.","Journalism, speaking, teaching, sales, advertising, or writing may appeal to you.",0,66,0.0014175969718049973,0.992998430476206,0.005583861069104112,0.03479964484031218,0.8038542579513457,0.1613460103844665,0.49720410570246387
66,"People with Virgo rising tend to be practical, analytical, discriminating, fastidious, careful, exacting, attentive to details, methodical, quiet, unassuming, shy, critical, thoughtful, and somewhat self-centered.","Mentally restless, you may change jobs or locations frequently, or do work that involves movement, travel, and variety.",0,67,0.4116313937008007,0.5822552533212509,0.006113308407993747,0.6226791206597875,0.2823096617846674,0.095011315040196,0.6226791206597875
67,"People with Virgo rising tend to be practical, analytical, discriminating, fastidious, careful, exacting, attentive to details, methodical, quiet, unassuming, shy, critical, thoughtful, and somewhat self-centered.",You grasp concepts easily.,0,68,0.01173263311470742,0.9056144659756103,0.08265287666405174,0.03224274989519558,0.6986246764958941,0.2691325526424232,0.4581829363888086
68,"People with Virgo rising tend to be practical, analytical, discriminating, fastidious, careful, exacting, attentive to details, methodical, quiet, unassuming, shy, critical, thoughtful, and somewhat self-centered.",You may become impatient with those who do n't learn as quickly.,0,69,0.003961775166333665,0.9949986061104896,0.0010394313469032142,0.5004494411317095,0.4091547401764549,0.09039590178093662,0.4994782170420135
69,"People with Virgo rising tend to be practical, analytical, discriminating, fastidious, careful, exacting, attentive to details, methodical, quiet, unassuming, shy, critical, thoughtful, and somewhat self-centered.","If you have Venus in Taurus, in love affairs you are generally loyal, especially if your partner is demonstrative and affectionate.",0,70,0.16510188314251253,0.8306122707566199,0.004285755706153572,0.5931237844477032,0.3278622732745185,0.07901397671076182,0.497433365770242
70,"People with Virgo rising tend to be practical, analytical, discriminating, fastidious, careful, exacting, attentive to details, methodical, quiet, unassuming, shy, critical, thoughtful, and somewhat self-centered.","If you have Venus in Taurus, in love affairs you are generally steady, especially if your partner is demonstrative and affectionate.",0,71,0.16052843433594605,0.8362913920546902,0.0031802078718496107,0.5504320303953094,0.3769600828249076,0.07260796415505158,0.49810582759909455
71,"People with Virgo rising tend to be practical, analytical, discriminating, fastidious, careful, exacting, attentive to details, methodical, quiet, unassuming, shy, critical, thoughtful, and somewhat self-centered.",You are oriented towards the sensual side of life in everything you do.,0,72,0.9463079585358448,0.048742973776401334,0.004949169096092765,0.9058483324525991,0.08512552968589279,0.009026237481914695,0.9463079585358448
72,"People with Virgo rising tend to be practical, analytical, discriminating, fastidious, careful, exacting, attentive to details, methodical, quiet, unassuming, shy, critical, thoughtful, and somewhat self-centered.",it may show through too much weight.,0,73,0.0011201043168734984,0.9975839285068938,0.0012958836888522778,0.08891838824785729,0.6368831529587458,0.2741985623924429,0.4993513315250592
73,"People with Virgo rising tend to be practical, analytical, discriminating, fastidious, careful, exacting, attentive to details, methodical, quiet, unassuming, shy, critical, thoughtful, and somewhat self-centered.",You are tremendously responsive to beauty.,0,74,0.17457681821828644,0.8143364803642209,0.011086564461062936,0.12481568872879555,0.6773269986299313,0.1978572760417929,0.4932843137040052
74,"People with Virgo rising tend to be practical, analytical, discriminating, fastidious, careful, exacting, attentive to details, methodical, quiet, unassuming, shy, critical, thoughtful, and somewhat self-centered.",You are tremendously responsive to physical appearances.,0,75,0.02661286811596527,0.9062131810490462,0.06717409569376813,0.10208864675262536,0.6787327493032144,0.2191785905295876,0.46549467139197226
75,"People with Virgo rising tend to be practical, analytical, discriminating, fastidious, careful, exacting, attentive to details, methodical, quiet, unassuming, shy, critical, thoughtful, and somewhat self-centered.",the physical attractiveness of your partner is very important to you.,0,76,0.02171405355088773,0.9360674944794888,0.042218511702509655,0.047742681853486714,0.6517455442571845,0.30051180452420045,0.47842220402023444
76,"People with Virgo rising tend to be practical, analytical, discriminating, fastidious, careful, exacting, attentive to details, methodical, quiet, unassuming, shy, critical, thoughtful, and somewhat self-centered.",You enjoy indulging yourself.,0,77,0.9541811862424644,0.03826538484624669,0.007553515556301936,0.6753157590198987,0.2286214675989121,0.09606284223284373,0.9541811862424644
77,"People with Virgo rising tend to be practical, analytical, discriminating, fastidious, careful, exacting, attentive to details, methodical, quiet, unassuming, shy, critical, thoughtful, and somewhat self-centered.",You enjoy indulging the ones you love.,0,78,0.06562085681336483,0.916256575792278,0.01812261188813713,0.04535257054668212,0.6098724723295779,0.3447749328540761,0.490302324726899
78,"People with Virgo rising tend to be practical, analytical, discriminating, fastidious, careful, exacting, attentive to details, methodical, quiet, unassuming, shy, critical, thoughtful, and somewhat self-centered.",it is too easy for you to be extravagant.,0,79,0.1009761429576492,0.8951473945086437,0.0038763170240301023,0.17538478233769433,0.5663286999170233,0.25828649720768504,0.4978441519537779
79,"People with Virgo rising tend to be practical, analytical, discriminating, fastidious, careful, exacting, attentive to details, methodical, quiet, unassuming, shy, critical, thoughtful, and somewhat self-centered.",it is too easy for you to put too much value in material things.,0,80,0.012205908372190185,0.9826073294120491,0.005186788555771474,0.2685828895385242,0.5527236577271768,0.1786935249372719,0.4973745599100943
80,"People with Virgo rising tend to be practical, analytical, discriminating, fastidious, careful, exacting, attentive to details, methodical, quiet, unassuming, shy, critical, thoughtful, and somewhat self-centered.",Comfort is important to you.,0,81,0.031246192687661618,0.7773206460643319,0.1914332217257749,0.04624093971072028,0.6366747421491212,0.31708434584167544,0.40119615100868355
81,"People with Virgo rising tend to be practical, analytical, discriminating, fastidious, careful, exacting, attentive to details, methodical, quiet, unassuming, shy, critical, thoughtful, and somewhat self-centered.",you hate getting your hands dirty.,0,82,0.12519144685122674,0.8561426579924031,0.018665860330996483,0.02102799137006712,0.6169443604997709,0.3620277673539881,0.48933145943367684
