,first_index,second_index,relation_score,first,second,dist
71,1,27,0.0,You never find it difficult to change your mind or course in mid-stream.,Your mind is analytical.,0.5
72,1,28,0.0,You never find it difficult to change your mind or course in mid-stream.,you probably have a good head for numbers.,0.5
73,1,29,0.0,You never find it difficult to change your mind or course in mid-stream.,Your work is usually neat.,0.5
74,1,30,0.0,You never find it difficult to change your mind or course in mid-stream.,Your work is usually orderly.,0.5
75,1,31,0.0,You never find it difficult to change your mind or course in mid-stream.,you dislike messes.,0.5
76,1,32,0.0,You never find it difficult to change your mind or course in mid-stream.,you dislike dirt.,0.5
77,1,33,0.0,You never find it difficult to change your mind or course in mid-stream.,You tend to be idealistic.,0.5
78,1,34,0.0,You never find it difficult to change your mind or course in mid-stream.,You tend to be optimistic.,0.5
79,1,35,0.0,You never find it difficult to change your mind or course in mid-stream.,You tend to be dependable.,0.5
80,1,36,0.0,You never find it difficult to change your mind or course in mid-stream.,You tend to be open-minded.,0.5
81,1,37,0.0,You never find it difficult to change your mind or course in mid-stream.,You tend to be friendly.,0.5
82,1,38,0.0,You never find it difficult to change your mind or course in mid-stream.,You tend to be honest.,0.5
83,1,39,1.0,You never find it difficult to change your mind or course in mid-stream.,You tend to be versatile.,0.0
84,1,40,0.0,You never find it difficult to change your mind or course in mid-stream.,"You are usually outspoken, sometimes to the point of bluntness.",0.5
85,1,41,0.0,You never find it difficult to change your mind or course in mid-stream.,You are quiet.,0.5
86,1,42,0.0,You never find it difficult to change your mind or course in mid-stream.,You are shy.,0.5
87,1,43,0.0,You never find it difficult to change your mind or course in mid-stream.,You are sensitive.,0.5
88,1,44,0.0,You never find it difficult to change your mind or course in mid-stream.,You are sentimental.,0.5
89,1,45,0.0,You never find it difficult to change your mind or course in mid-stream.,You are gentle.,0.5
90,1,46,0.0,You never find it difficult to change your mind or course in mid-stream.,You are romantic.,0.5
91,2,3,0.0,"Whatever you have set your sights on, you refuse to give up or let go of it.",You are patient unless someone takes you too far.,0.5
92,2,4,0.0,"Whatever you have set your sights on, you refuse to give up or let go of it.",You are usually slow to anger unless someone takes you too far.,0.5
93,2,5,0.0,"Whatever you have set your sights on, you refuse to give up or let go of it.",You are reliable.,0.5
94,2,6,0.0,"Whatever you have set your sights on, you refuse to give up or let go of it.",You are consistent.,0.5
95,2,7,0.0,"Whatever you have set your sights on, you refuse to give up or let go of it.",You can handle more of the workload than most around you.,0.5
96,2,8,0.0,"Whatever you have set your sights on, you refuse to give up or let go of it.","You prefer a regular routine, defined responsibilities.",0.5
97,2,9,0.0,"Whatever you have set your sights on, you refuse to give up or let go of it.","You prefer a regular routine, defined tasks.",0.5
98,2,10,0.0,"Whatever you have set your sights on, you refuse to give up or let go of it.",You enjoy building and seeing the results of your hard work.,0.5
99,2,11,0.0,"Whatever you have set your sights on, you refuse to give up or let go of it.","Keeping things going is your strength, especially once someone else starts them.",0.5
100,2,12,0.0,"Whatever you have set your sights on, you refuse to give up or let go of it.",Money and possessions are important to you for the feelings of security they bring.,0.5
101,2,13,0.0,"Whatever you have set your sights on, you refuse to give up or let go of it.",You are handy with your hands.,0.5
102,2,14,0.0,"Whatever you have set your sights on, you refuse to give up or let go of it.",You may be ambidextrous or mechanically inclined.,0.5
103,2,15,0.0,"Whatever you have set your sights on, you refuse to give up or let go of it.",Debate and argument appeal to you.,0.5
104,2,16,0.0,"Whatever you have set your sights on, you refuse to give up or let go of it.",You grasp concepts easily.,0.5
105,2,17,0.0,"Whatever you have set your sights on, you refuse to give up or let go of it.",You may become impatient with those who do n't learn as quickly.,0.5
106,2,18,0.0,"Whatever you have set your sights on, you refuse to give up or let go of it.","You are very direct in thought, action, and speech and everyone knows how you feel.",0.5
107,2,19,0.0,"Whatever you have set your sights on, you refuse to give up or let go of it.",You are adventurous.,0.5
108,2,20,0.0,"Whatever you have set your sights on, you refuse to give up or let go of it.",You are courageous.,0.5
109,2,21,0.0,"Whatever you have set your sights on, you refuse to give up or let go of it.",You are independent.,0.5
110,2,22,0.0,"Whatever you have set your sights on, you refuse to give up or let go of it.","You tend to be industrious, efficient, practical, exacting, scientific, organized, shy, thrifty, studious, economical, and punctual.",0.5
111,2,23,0.0,"Whatever you have set your sights on, you refuse to give up or let go of it.",You have common sense to manage others.,0.5
112,2,24,0.0,"Whatever you have set your sights on, you refuse to give up or let go of it.",You have the ability to manage others.,0.5
113,2,25,0.0,"Whatever you have set your sights on, you refuse to give up or let go of it.",You may be a bit of a perfectionist.,0.5
114,2,26,0.0,"Whatever you have set your sights on, you refuse to give up or let go of it.",Your mind is deep.,0.5
115,2,27,0.0,"Whatever you have set your sights on, you refuse to give up or let go of it.",Your mind is analytical.,0.5
116,2,28,0.0,"Whatever you have set your sights on, you refuse to give up or let go of it.",you probably have a good head for numbers.,0.5
117,2,29,0.0,"Whatever you have set your sights on, you refuse to give up or let go of it.",Your work is usually neat.,0.5
118,2,30,0.0,"Whatever you have set your sights on, you refuse to give up or let go of it.",Your work is usually orderly.,0.5
119,2,31,0.0,"Whatever you have set your sights on, you refuse to give up or let go of it.",you dislike messes.,0.5
120,2,32,0.0,"Whatever you have set your sights on, you refuse to give up or let go of it.",you dislike dirt.,0.5
121,2,33,0.0,"Whatever you have set your sights on, you refuse to give up or let go of it.",You tend to be idealistic.,0.5
122,2,34,0.0,"Whatever you have set your sights on, you refuse to give up or let go of it.",You tend to be optimistic.,0.5
123,2,35,0.0,"Whatever you have set your sights on, you refuse to give up or let go of it.",You tend to be dependable.,0.5
124,2,36,0.0,"Whatever you have set your sights on, you refuse to give up or let go of it.",You tend to be open-minded.,0.5
125,2,37,0.0,"Whatever you have set your sights on, you refuse to give up or let go of it.",You tend to be friendly.,0.5
126,2,38,0.0,"Whatever you have set your sights on, you refuse to give up or let go of it.",You tend to be honest.,0.5
127,2,39,0.0,"Whatever you have set your sights on, you refuse to give up or let go of it.",You tend to be versatile.,0.5
128,2,40,0.0,"Whatever you have set your sights on, you refuse to give up or let go of it.","You are usually outspoken, sometimes to the point of bluntness.",0.5
129,2,41,0.0,"Whatever you have set your sights on, you refuse to give up or let go of it.",You are quiet.,0.5
130,2,42,0.0,"Whatever you have set your sights on, you refuse to give up or let go of it.",You are shy.,0.5
131,2,43,0.0,"Whatever you have set your sights on, you refuse to give up or let go of it.",You are sensitive.,0.5
132,2,44,0.0,"Whatever you have set your sights on, you refuse to give up or let go of it.",You are sentimental.,0.5
133,2,45,0.0,"Whatever you have set your sights on, you refuse to give up or let go of it.",You are gentle.,0.5
134,2,46,0.0,"Whatever you have set your sights on, you refuse to give up or let go of it.",You are romantic.,0.5
135,3,4,0.0,You are patient unless someone takes you too far.,You are usually slow to anger unless someone takes you too far.,0.5
136,3,5,0.0,You are patient unless someone takes you too far.,You are reliable.,0.5
137,3,6,0.0,You are patient unless someone takes you too far.,You are consistent.,0.5
138,3,7,0.0,You are patient unless someone takes you too far.,You can handle more of the workload than most around you.,0.5
139,3,8,0.0,You are patient unless someone takes you too far.,"You prefer a regular routine, defined responsibilities.",0.5
140,3,9,0.0,You are patient unless someone takes you too far.,"You prefer a regular routine, defined tasks.",0.5
141,3,10,0.0,You are patient unless someone takes you too far.,You enjoy building and seeing the results of your hard work.,0.5
142,3,11,0.0,You are patient unless someone takes you too far.,"Keeping things going is your strength, especially once someone else starts them.",0.5
143,3,12,0.0,You are patient unless someone takes you too far.,Money and possessions are important to you for the feelings of security they bring.,0.5
144,3,13,0.0,You are patient unless someone takes you too far.,You are handy with your hands.,0.5
145,3,14,0.0,You are patient unless someone takes you too far.,You may be ambidextrous or mechanically inclined.,0.5
146,3,15,0.0,You are patient unless someone takes you too far.,Debate and argument appeal to you.,0.5
147,3,16,0.0,You are patient unless someone takes you too far.,You grasp concepts easily.,0.5
148,3,17,0.0,You are patient unless someone takes you too far.,You may become impatient with those who do n't learn as quickly.,0.5
149,3,18,0.0,You are patient unless someone takes you too far.,"You are very direct in thought, action, and speech and everyone knows how you feel.",0.5
150,3,19,0.0,You are patient unless someone takes you too far.,You are adventurous.,0.5
151,3,20,0.0,You are patient unless someone takes you too far.,You are courageous.,0.5
152,3,21,0.0,You are patient unless someone takes you too far.,You are independent.,0.5
153,3,22,0.0,You are patient unless someone takes you too far.,"You tend to be industrious, efficient, practical, exacting, scientific, organized, shy, thrifty, studious, economical, and punctual.",0.5
154,3,23,0.0,You are patient unless someone takes you too far.,You have common sense to manage others.,0.5
155,3,24,0.0,You are patient unless someone takes you too far.,You have the ability to manage others.,0.5
156,3,25,0.0,You are patient unless someone takes you too far.,You may be a bit of a perfectionist.,0.5
157,3,26,0.0,You are patient unless someone takes you too far.,Your mind is deep.,0.5
158,3,27,0.0,You are patient unless someone takes you too far.,Your mind is analytical.,0.5
159,3,28,0.0,You are patient unless someone takes you too far.,you probably have a good head for numbers.,0.5
160,3,29,0.0,You are patient unless someone takes you too far.,Your work is usually neat.,0.5
161,3,30,0.0,You are patient unless someone takes you too far.,Your work is usually orderly.,0.5
162,3,31,0.0,You are patient unless someone takes you too far.,you dislike messes.,0.5
163,3,32,0.0,You are patient unless someone takes you too far.,you dislike dirt.,0.5
164,3,33,0.0,You are patient unless someone takes you too far.,You tend to be idealistic.,0.5
165,3,34,0.0,You are patient unless someone takes you too far.,You tend to be optimistic.,0.5
166,3,35,0.0,You are patient unless someone takes you too far.,You tend to be dependable.,0.5
167,3,36,0.0,You are patient unless someone takes you too far.,You tend to be open-minded.,0.5
168,3,37,0.0,You are patient unless someone takes you too far.,You tend to be friendly.,0.5
169,3,38,0.0,You are patient unless someone takes you too far.,You tend to be honest.,0.5
170,3,39,0.0,You are patient unless someone takes you too far.,You tend to be versatile.,0.5
171,3,40,0.0,You are patient unless someone takes you too far.,"You are usually outspoken, sometimes to the point of bluntness.",0.5
172,3,41,0.0,You are patient unless someone takes you too far.,You are quiet.,0.5
173,3,42,0.0,You are patient unless someone takes you too far.,You are shy.,0.5
174,3,43,0.0,You are patient unless someone takes you too far.,You are sensitive.,0.5
175,3,44,0.0,You are patient unless someone takes you too far.,You are sentimental.,0.5
176,3,45,0.0,You are patient unless someone takes you too far.,You are gentle.,0.5
177,3,46,0.0,You are patient unless someone takes you too far.,You are romantic.,0.5
178,4,5,0.11698918912090432,You are usually slow to anger unless someone takes you too far.,You are reliable.,0.44150540543954786
179,4,6,0.07852156364400917,You are usually slow to anger unless someone takes you too far.,You are consistent.,0.4607392181779954
180,4,7,0.18886569996455121,You are usually slow to anger unless someone takes you too far.,You can handle more of the workload than most around you.,0.40556715001772436
181,4,8,0.10564672226860525,You are usually slow to anger unless someone takes you too far.,"You prefer a regular routine, defined responsibilities.",0.44717663886569736
182,4,9,0.10564672226860525,You are usually slow to anger unless someone takes you too far.,"You prefer a regular routine, defined tasks.",0.44717663886569736
183,4,10,-0.1080758032742613,You are usually slow to anger unless someone takes you too far.,You enjoy building and seeing the results of your hard work.,0.5540379016371306
184,4,11,0.18886569996455121,You are usually slow to anger unless someone takes you too far.,"Keeping things going is your strength, especially once someone else starts them.",0.40556715001772436
185,4,12,0.11698918912090432,You are usually slow to anger unless someone takes you too far.,Money and possessions are important to you for the feelings of security they bring.,0.44150540543954786
186,4,13,0.18886569996455121,You are usually slow to anger unless someone takes you too far.,You are handy with your hands.,0.40556715001772436
187,4,14,0.08319636166458755,You are usually slow to anger unless someone takes you too far.,You may be ambidextrous or mechanically inclined.,0.4584018191677062
188,4,15,0.1986230491872239,You are usually slow to anger unless someone takes you too far.,Debate and argument appeal to you.,0.4006884754063881
189,4,16,0.047286830948310536,You are usually slow to anger unless someone takes you too far.,You grasp concepts easily.,0.47635658452584473
190,4,17,0.18886569996455121,You are usually slow to anger unless someone takes you too far.,You may become impatient with those who do n't learn as quickly.,0.40556715001772436
191,4,18,0.07123219985425486,You are usually slow to anger unless someone takes you too far.,"You are very direct in thought, action, and speech and everyone knows how you feel.",0.46438390007287256
192,4,19,0.008542185894827145,You are usually slow to anger unless someone takes you too far.,You are adventurous.,0.49572890705258643
193,4,20,0.00920419795027143,You are usually slow to anger unless someone takes you too far.,You are courageous.,0.4953979010248643
194,4,21,0.18886569996455121,You are usually slow to anger unless someone takes you too far.,You are independent.,0.40556715001772436
195,4,22,0.02380621581979659,You are usually slow to anger unless someone takes you too far.,"You tend to be industrious, efficient, practical, exacting, scientific, organized, shy, thrifty, studious, economical, and punctual.",0.4880968920901017
196,4,23,0.03517320544161059,You are usually slow to anger unless someone takes you too far.,You have common sense to manage others.,0.4824133972791947
197,4,24,0.027199170052296377,You are usually slow to anger unless someone takes you too far.,You have the ability to manage others.,0.48640041497385184
198,4,25,-0.1080758032742613,You are usually slow to anger unless someone takes you too far.,You may be a bit of a perfectionist.,0.5540379016371306
199,4,26,-0.1080758032742613,You are usually slow to anger unless someone takes you too far.,Your mind is deep.,0.5540379016371306
200,4,27,-0.1080758032742613,You are usually slow to anger unless someone takes you too far.,Your mind is analytical.,0.5540379016371306
201,4,28,0.03517320544161059,You are usually slow to anger unless someone takes you too far.,you probably have a good head for numbers.,0.4824133972791947
202,4,29,-0.1080758032742613,You are usually slow to anger unless someone takes you too far.,Your work is usually neat.,0.5540379016371306
203,4,30,0.18886569996455121,You are usually slow to anger unless someone takes you too far.,Your work is usually orderly.,0.40556715001772436
204,4,31,-0.08950598704776047,You are usually slow to anger unless someone takes you too far.,you dislike messes.,0.5447529935238802
205,4,32,0.10842689750924772,You are usually slow to anger unless someone takes you too far.,you dislike dirt.,0.44578655124537614
206,4,33,0.09463130662450361,You are usually slow to anger unless someone takes you too far.,You tend to be idealistic.,0.4526843466877482
207,4,34,0.10564672226860525,You are usually slow to anger unless someone takes you too far.,You tend to be optimistic.,0.44717663886569736
208,4,35,0.11698918912090432,You are usually slow to anger unless someone takes you too far.,You tend to be dependable.,0.44150540543954786
209,4,36,0.09463130662450361,You are usually slow to anger unless someone takes you too far.,You tend to be open-minded.,0.4526843466877482
210,4,37,0.0,You are usually slow to anger unless someone takes you too far.,You tend to be friendly.,0.5
211,4,38,0.21162941570545105,You are usually slow to anger unless someone takes you too far.,You tend to be honest.,0.3941852921472745
212,4,39,0.0,You are usually slow to anger unless someone takes you too far.,You tend to be versatile.,0.5
213,4,40,0.0,You are usually slow to anger unless someone takes you too far.,"You are usually outspoken, sometimes to the point of bluntness.",0.5
214,4,41,-0.041663708053832446,You are usually slow to anger unless someone takes you too far.,You are quiet.,0.5208318540269162
215,4,42,0.04512328358735193,You are usually slow to anger unless someone takes you too far.,You are shy.,0.477438358206324
216,4,43,-0.1080758032742613,You are usually slow to anger unless someone takes you too far.,You are sensitive.,0.5540379016371306
217,4,44,0.019814452911555484,You are usually slow to anger unless someone takes you too far.,You are sentimental.,0.49009277354422226
218,4,45,-0.1080758032742613,You are usually slow to anger unless someone takes you too far.,You are gentle.,0.5540379016371306
219,4,46,0.014893806854408592,You are usually slow to anger unless someone takes you too far.,You are romantic.,0.4925530965727957
220,5,6,0.17721000957162433,You are reliable.,You are consistent.,0.4113949952141878
221,5,7,0.4262382324708478,You are reliable.,You can handle more of the workload than most around you.,0.2868808837645761
222,5,8,0.9060360307579671,You are reliable.,"You prefer a regular routine, defined responsibilities.",0.04698198462101644
223,5,9,0.9060360307579671,You are reliable.,"You prefer a regular routine, defined tasks.",0.04698198462101644
224,5,10,0.0699137863066051,You are reliable.,You enjoy building and seeing the results of your hard work.,0.4650431068466975
225,5,11,0.4262382324708478,You are reliable.,"Keeping things going is your strength, especially once someone else starts them.",0.2868808837645761
226,5,12,1.0,You are reliable.,Money and possessions are important to you for the feelings of security they bring.,0.0
227,5,13,0.4262382324708478,You are reliable.,You are handy with your hands.,0.2868808837645761
228,5,14,0.4149823109023295,You are reliable.,You may be ambidextrous or mechanically inclined.,0.29250884454883525
229,5,15,0.0,You are reliable.,Debate and argument appeal to you.,0.5
230,5,16,0.07770569446546034,You are reliable.,You grasp concepts easily.,0.4611471527672698
231,5,17,0.4262382324708478,You are reliable.,You may become impatient with those who do n't learn as quickly.,0.2868808837645761
232,5,18,0.2652734756825473,You are reliable.,"You are very direct in thought, action, and speech and everyone knows how you feel.",0.3673632621587264
233,5,19,0.42587412002911307,You are reliable.,You are adventurous.,0.28706293998544347
234,5,20,0.021937031563643135,You are reliable.,You are courageous.,0.48903148421817844
235,5,21,0.4262382324708478,You are reliable.,You are independent.,0.2868808837645761
236,5,22,0.06395748732523558,You are reliable.,"You tend to be industrious, efficient, practical, exacting, scientific, organized, shy, thrifty, studious, economical, and punctual.",0.46802125633738223
237,5,23,0.09449590217312151,You are reliable.,You have common sense to manage others.,0.45275204891343923
238,5,24,0.07307295653558166,You are reliable.,You have the ability to manage others.,0.46346352173220917
239,5,25,0.0699137863066051,You are reliable.,You may be a bit of a perfectionist.,0.4650431068466975
240,5,26,0.0699137863066051,You are reliable.,Your mind is deep.,0.4650431068466975
241,5,27,0.0699137863066051,You are reliable.,Your mind is analytical.,0.4650431068466975
242,5,28,0.09449590217312151,You are reliable.,you probably have a good head for numbers.,0.45275204891343923
243,5,29,0.0699137863066051,You are reliable.,Your work is usually neat.,0.4650431068466975
244,5,30,0.4262382324708478,You are reliable.,Your work is usually orderly.,0.2868808837645761
245,5,31,0.0844188066547941,You are reliable.,you dislike messes.,0.45779059667260297
246,5,32,0.015578296493860704,You are reliable.,you dislike dirt.,0.49221085175306967
247,5,33,0.18049875043236205,You are reliable.,You tend to be idealistic.,0.40975062478381896
248,5,34,0.9060360307579671,You are reliable.,You tend to be optimistic.,0.04698198462101644
249,5,35,1.0,You are reliable.,You tend to be dependable.,0.0
250,5,36,0.18049875043236205,You are reliable.,You tend to be open-minded.,0.40975062478381896
251,5,37,0.0,You are reliable.,You tend to be friendly.,0.5
252,5,38,0.4776121238851761,You are reliable.,You tend to be honest.,0.261193938057412
253,5,39,0.0,You are reliable.,You tend to be versatile.,0.5
254,5,40,0.0,You are reliable.,"You are usually outspoken, sometimes to the point of bluntness.",0.5
255,5,41,-0.11193320685429593,You are reliable.,You are quiet.,0.555966603427148
256,5,42,-0.05526889100386726,You are reliable.,You are shy.,0.5276344455019336
257,5,43,0.0699137863066051,You are reliable.,You are sensitive.,0.4650431068466975
258,5,44,0.05323326607387344,You are reliable.,You are sentimental.,0.47338336696306327
259,5,45,0.0699137863066051,You are reliable.,You are gentle.,0.4650431068466975
260,5,46,0.36085515079104585,You are reliable.,You are romantic.,0.3195724246044771
261,6,7,0.33112347118263336,You are consistent.,You can handle more of the workload than most around you.,0.3344382644086833
262,6,8,0.6313650524484419,You are consistent.,"You prefer a regular routine, defined responsibilities.",0.18431747377577906
263,6,9,0.6313650524484419,You are consistent.,"You prefer a regular routine, defined tasks.",0.18431747377577906
264,6,10,0.5346943471947229,You are consistent.,You enjoy building and seeing the results of your hard work.,0.23265282640263857
265,6,11,0.33112347118263336,You are consistent.,"Keeping things going is your strength, especially once someone else starts them.",0.3344382644086833
266,6,12,0.17721000957162436,You are consistent.,Money and possessions are important to you for the feelings of security they bring.,0.4113949952141878
267,6,13,0.33112347118263336,You are consistent.,You are handy with your hands.,0.3344382644086833
268,6,14,0.6110585388959349,You are consistent.,You may be ambidextrous or mechanically inclined.,0.19447073055203257
269,6,15,-0.0535601815654744,You are consistent.,Debate and argument appeal to you.,0.5267800907827372
270,6,16,0.6685966417616922,You are consistent.,You grasp concepts easily.,0.1657016791191539
271,6,17,0.33112347118263336,You are consistent.,You may become impatient with those who do n't learn as quickly.,0.3344382644086833
272,6,18,0.8434018962123184,You are consistent.,"You are very direct in thought, action, and speech and everyone knows how you feel.",0.07829905189384079
273,6,19,0.12709115416095304,You are consistent.,You are adventurous.,0.43645442291952347
274,6,20,0.00490981611563156,You are consistent.,You are courageous.,0.4975450919421842
275,6,21,0.33112347118263336,You are consistent.,You are independent.,0.3344382644086833
276,6,22,0.20051589854407034,You are consistent.,"You tend to be industrious, efficient, practical, exacting, scientific, organized, shy, thrifty, studious, economical, and punctual.",0.3997420507279648
277,6,23,0.4758095934130744,You are consistent.,You have common sense to manage others.,0.2620952032934628
278,6,24,0.35495425743750564,You are consistent.,You have the ability to manage others.,0.3225228712812472
279,6,25,0.5346943471947229,You are consistent.,You may be a bit of a perfectionist.,0.23265282640263857
280,6,26,0.5346943471947229,You are consistent.,Your mind is deep.,0.23265282640263857
281,6,27,0.5346943471947229,You are consistent.,Your mind is analytical.,0.23265282640263857
282,6,28,0.4758095934130744,You are consistent.,you probably have a good head for numbers.,0.2620952032934628
283,6,29,0.5346943471947229,You are consistent.,Your work is usually neat.,0.23265282640263857
284,6,30,0.33112347118263336,You are consistent.,Your work is usually orderly.,0.3344382644086833
285,6,31,0.6456274377315226,You are consistent.,you dislike messes.,0.17718628113423868
286,6,32,-0.15235487096535932,You are consistent.,you dislike dirt.,0.5761774354826796
287,6,33,0.06035878319715719,You are consistent.,You tend to be idealistic.,0.4698206084014214
288,6,34,0.6313650524484419,You are consistent.,You tend to be optimistic.,0.18431747377577906
289,6,35,0.17721000957162436,You are consistent.,You tend to be dependable.,0.4113949952141878
290,6,36,0.06035878319715719,You are consistent.,You tend to be open-minded.,0.4698206084014214
291,6,37,0.0,You are consistent.,You tend to be friendly.,0.5
